Wilayah;Kode Kecamatan;Kecamatan;NamaTaman;Alamat;Luas (m2);Data Tahun
Gedebage;327323;Rancasari;Taman Blok H2;Jl. Meteor Barat;483;2017
Gedebage;327323;Rancasari;Taman Blok K2 a;Jl. Yupiter Utama;420;2017
Gedebage;327323;Rancasari;Taman Blok L2 a;Jl. Yupiter Selatan IV;1835;2017
Gedebage;327323;Rancasari;Taman Blok G2;Jl. Yupiter Utama;1781;2017
Gedebage;327323;Rancasari;Taman Blok L2 b;Jl. Yupiter Utama;437;2017
Gedebage;327323;Rancasari;Taman Blok L2 c;Jl. Yupiter Utama;375;2017
Gedebage;327323;Rancasari;Taman Blok L2 d;Jl. Yupiter Utama;874;2017
Gedebage;327323;Rancasari;Taman Blok L2 f;Jl. Meteor Barat;437;2017
Gedebage;327323;Rancasari;Taman Blok L2 g;Jl. Meteor Barat;437;2017
Gedebage;327323;Rancasari;Taman Blok L2 (Al Bayan);Jl. Meteor Barat;816;2017
Gedebage;327323;Rancasari;Taman Blok L2 h;Jl. Meteor Barat;460;2017
Gedebage;327323;Rancasari;Taman Blok B2 a;Jl. Yupiter Tengah IV;273;2017
Gedebage;327323;Rancasari;Taman Blok L2 i;Jl. Meteor Barat;1994;2017
Gedebage;327323;Rancasari;Taman Blok L2 k;Jl. Meteor Barat;36;2017
Gedebage;327323;Rancasari;Taman Blok B2 c;Jl. Yupiter Utama;663;2017
Gedebage;327323;Rancasari;Taman Blok A2;Jl. Jupiter Selatan IV;1922;2017
Gedebage;327323;Rancasari;Taman Blok D2 a;Jl. Yupiter Utama;378;2017
Gedebage;327323;Rancasari;Taman Blok E2 a;Jl. Jupiter Utama;70;2017
Gedebage;327323;Rancasari;Taman Blok E2 b;Jl. Jupiter Utama ;108;2017
Gedebage;327323;Rancasari;Taman Blok E2 c;Jl. Jupiter Utama III;54;2017
Gedebage;327323;Rancasari;Taman Blok E2 d;Jl. Jupiter Timur;5604;2017
Gedebage;327323;Rancasari;Taman Blok G2;Jl. Jupiter XIII;625;2017
Gedebage;327323;Rancasari;Taman Blok N2;Jl. Yupiter Utama;60002;2017
Gedebage;327323;Rancasari;Taman Blok O2 a;Jl. Yupiter Utama III;180;2017
Gedebage;327323;Rancasari;Taman Blok O2 b;Jl. Yupiter Timur;23067;2017
Gedebage;327323;Rancasari;Taman Blok O2 c;Jl. Yupiter XIII;4708;2017
Gedebage;327323;Rancasari;Taman Blok O2 depan no. 125;Jl. Sanggar Kencana Timur;567;2017
Gedebage;327323;Rancasari;Taman Blok T2 depan No. 24;Jl. Yupiter Utama;557;2017
Gedebage;327323;Rancasari;Taman Blok V2;Jl. Galaxy Raya;2173;2017
Gedebage;327323;Rancasari;Taman Blok M2;Jl. Yupiter Utama;413;2017
Gedebage;327323;Rancasari;Taman Blok S2 depan no. 69;Jl. Sanggar Utama;472;2017
Gedebage;327323;Rancasari;Taman Blok I2 depan no. 84;Jl. Sanggar Kencana V;325;2017
Gedebage;327323;Rancasari;Taman Blok B2 b;Jl. Jupiter Tengah V;770;2017
Gedebage;327323;Rancasari;Taman RW 10Kel. Mekar Jaya;-;130;2017
Gedebage;327321;Bandung Kidul;Taman Sanggar Hurip 1;Jl. Sanggar Kencana Timur;330;2017
Gedebage;327321;Bandung Kidul;Taman Sanggar Hurip 2;Jl. Sanggar Kencana Timur;452;2017
Gedebage;327321;Bandung Kidul;Taman Sanggar Hurip 3;Jl. Sanggar Utama;565;2017
Gedebage;327321;Bandung Kidul;Taman Sanggar Hurip 4;Jl. Sanggar Utama;691;2017
Gedebage;327321;Bandung Kidul;Taman Sanggar Hurip 5;Jl. Sanggar Utama;845;2017
Gedebage;327321;Bandung Kidul;Taman Sanggar Hurip 6;Jl. Sanggar Kencana 5;480;2017
Gedebage;327321;Bandung Kidul;Taman Gading 1;Jl. Gading Barat 4;416;2017
Gedebage;327321;Bandung Kidul;Taman Gading 2;Jl. Gading Barat 2;621;2017
Gedebage;327321;Bandung Kidul;Taman Gading 3;Jl. Utama;1165;2017
Gedebage;327321;Bandung Kidul;Taman Gading 4; Pintu Gerbang;436;2017
Gedebage;327321;Bandung Kidul;Taman Gading 5; Depan Kantor Pemasaran;235;2017
Gedebage;327321;Bandung Kidul;Taman Gading 6;Jl. Gading Barat 4;214;2017
Gedebage;327321;Bandung Kidul;Taman Gading 7; Timur Lapang Tenis;1182;2017
Gedebage;327321;Bandung Kidul;Taman Gading 8; Barat Lapang Tenis;595;2017
Gedebage;327321;Bandung Kidul;Taman Gading 9; Selatan Lapang Tenis;2795;2017
Gedebage;327321;Bandung Kidul;Taman Gading 10;Jl. Gading Utama Timur;810;2017
Gedebage;327321;Bandung Kidul;Taman Gading 11; Sebelah RukanBlok A dan B;376;2017
Gedebage;327321;Bandung Kidul;Taman Gading 12; Sebelah Rukan TA;25;2017
Gedebage;327321;Bandung Kidul;Taman Pandan Wangi;Jl. Komp. Pandan Wangi;70;2017
Gedebage;327321;Bandung Kidul;Taman Batu Permata;Jl. Batu Permata II;530;2017
Gedebage;327321;Bandung Kidul;Taman H. Bardan;Jl. H. Bardan VIII;32;2017
Gedebage;327321;Bandung Kidul;Taman 1;Jl. Batununggal Permai II;1646;2017
Gedebage;327321;Bandung Kidul;Taman 2;Jl. Batununggal Permai;1794;2017
Gedebage;327321;Bandung Kidul;Taman 3;Jl. Batununggal Indah;3720;2017
Gedebage;327321;Bandung Kidul;Taman 4;Jl. Batununggal Indah II;617;2017
Gedebage;327321;Bandung Kidul;Taman 5;Jl. Batununggal Elok;4855;2017
Gedebage;327321;Bandung Kidul; Pulau Jalan Samsat;Jl. Soekarno Hatta depan Samsat;124;2017
Gedebage;327329;Cinambo;Taman Pulau Jalan Gedebage;Jl. Soekarno Hatta - Gedebage;568;2017
Gedebage;327329;Cinambo;Taman Depan Pasar;Jl. Soekarno Hatta - Gedebage;895;2017
Gedebage;327329;Cinambo;Taman Samping Barat (depan Mesjid);Jl. Soekarno Hatta - Gedebage;441;2017
Gedebage;327329;Cinambo;Jalur Samping Utara;Jl. Soekarno Hatta - Gedebage;3628;2017
Gedebage;327329;Cinambo;Jalur Depan Pasar;Jl. Soekarno Hatta - Gedebage;213;2017
Gedebage;327329;Cinambo;Taman RW. 03 Kel. Babakan Penghulu;-;200;2017
Gedebage;327329;Cinambo;Taman RW. 05 Kel. Rancabolang;-;200;2017
